Transaction Date/Time,Product SKU,Quantity Sold,Total Sales Amount,Outlet ID/Location,Inventory Data,Historical Sales Data
2023-01-18 22:53:01,SKU1234,13,4108,Outlet_001_Town_A,1 units available,2023-09 Sales: 90 units
2023-10-07 07:00:10,SKU1234,20,8860,Outlet_004_Town_D,69 units available,2023-09 Sales: 120 units
2023-01-10 11:52:14,SKU1234,19,7239,Outlet_003_Town_C,9 units available,2023-09 Sales: 90 units
2023-04-21 06:31:00,SKU2345,9,3816,Outlet_001_Town_A,49 units available,2023-09 Sales: 100 units
2024-05-25 20:34:42,SKU2345,6,732,Outlet_003_Town_C,57 units available,2023-09 Sales: 90 units
2023-04-07 22:34:21,SKU5678,4,972,Outlet_002_Town_B,75 units available,2023-09 Sales: 90 units
2024-08-13 08:52:35,SKU5678,9,4329,Outlet_001_Town_A,90 units available,2023-09 Sales: 120 units
2023-07-05 01:04:37,SKU5678,6,1128,Outlet_003_Town_C,67 units available,2023-09 Sales: 150 units
2023-07-12 06:49:37,SKU4567,17,5423,Outlet_003_Town_C,70 units available,2023-09 Sales: 120 units
2024-06-30 00:08:21,SKU2345,3,951,Outlet_003_Town_C,87 units available,2023-09 Sales: 100 units
2023-05-03 14:05:10,SKU4567,11,2574,Outlet_002_Town_B,97 units available,2023-09 Sales: 100 units
2024-08-28 06:56:54,SKU5678,16,1888,Outlet_004_Town_D,53 units available,2023-09 Sales: 100 units
2023-09-17 07:59:34,SKU4567,6,1500,Outlet_003_Town_C,83 units available,2023-09 Sales: 150 units
2023-01-14 01:03:32,SKU3456,9,1053,Outlet_001_Town_A,52 units available,2023-09 Sales: 120 units
2024-01-31 18:04:25,SKU3456,3,552,Outlet_004_Town_D,23 units available,2023-09 Sales: 100 units
2023-01-03 01:58:04,SKU5678,9,2574,Outlet_001_Town_A,88 units available,2023-09 Sales: 120 units
2024-09-02 20:53:34,SKU4567,6,2208,Outlet_001_Town_A,42 units available,2023-09 Sales: 150 units
2024-08-05 03:19:09,SKU1234,4,852,Outlet_001_Town_A,7 units available,2023-09 Sales: 150 units
2023-03-12 20:34:46,SKU5678,11,3773,Outlet_004_Town_D,58 units available,2023-09 Sales: 90 units
2023-11-22 22:11:38,SKU5678,18,5112,Outlet_001_Town_A,89 units available,2023-09 Sales: 100 units
2024-03-06 20:44:53,SKU2345,14,1400,Outlet_001_Town_A,88 units available,2023-09 Sales: 100 units
2024-08-30 15:46:41,SKU1234,10,2470,Outlet_004_Town_D,12 units available,2023-09 Sales: 90 units
2023-08-04 19:55:36,SKU5678,19,9101,Outlet_003_Town_C,7 units available,2023-09 Sales: 120 units
2024-03-09 01:03:11,SKU3456,8,1456,Outlet_003_Town_C,82 units available,2023-09 Sales: 100 units
2023-08-08 04:26:04,SKU2345,3,1332,Outlet_004_Town_D,7 units available,2023-09 Sales: 100 units
2023-09-27 22:21:31,SKU1234,20,3860,Outlet_004_Town_D,53 units available,2023-09 Sales: 100 units
2023-08-11 01:17:03,SKU4567,2,516,Outlet_002_Town_B,76 units available,2023-09 Sales: 120 units
2023-10-04 11:23:03,SKU2345,9,1557,Outlet_002_Town_B,44 units available,2023-09 Sales: 100 units
2024-04-12 19:28:00,SKU4567,3,780,Outlet_002_Town_B,50 units available,2023-09 Sales: 120 units
2023-10-04 02:39:48,SKU5678,1,144,Outlet_003_Town_C,79 units available,2023-09 Sales: 90 units
2024-09-23 08:16:27,SKU3456,4,1936,Outlet_002_Town_B,12 units available,2023-09 Sales: 90 units
2024-06-17 06:55:22,SKU5678,3,303,Outlet_004_Town_D,9 units available,2023-09 Sales: 150 units
2023-06-10 01:40:43,SKU4567,18,4446,Outlet_004_Town_D,52 units available,2023-09 Sales: 100 units
2024-02-26 15:41:18,SKU1234,11,5390,Outlet_004_Town_D,87 units available,2023-09 Sales: 120 units
2023-01-19 02:36:14,SKU1234,2,808,Outlet_003_Town_C,49 units available,2023-09 Sales: 100 units
2023-12-12 17:22:34,SKU4567,10,1810,Outlet_003_Town_C,74 units available,2023-09 Sales: 120 units
2023-07-20 09:32:43,SKU5678,8,2008,Outlet_004_Town_D,5 units available,2023-09 Sales: 90 units
2023-01-22 04:00:41,SKU5678,5,2095,Outlet_004_Town_D,29 units available,2023-09 Sales: 120 units
2023-08-20 18:33:09,SKU5678,19,8797,Outlet_003_Town_C,86 units available,2023-09 Sales: 120 units
2023-11-08 14:22:21,SKU3456,10,1420,Outlet_003_Town_C,22 units available,2023-09 Sales: 90 units
2024-02-28 06:27:35,SKU3456,4,1984,Outlet_001_Town_A,15 units available,2023-09 Sales: 150 units
2024-04-24 22:36:25,SKU4567,3,1362,Outlet_003_Town_C,16 units available,2023-09 Sales: 100 units
2023-10-23 07:18:49,SKU1234,3,408,Outlet_004_Town_D,40 units available,2023-09 Sales: 120 units
2024-07-03 18:01:21,SKU3456,8,1816,Outlet_004_Town_D,61 units available,2023-09 Sales: 100 units
2023-06-17 00:59:42,SKU4567,1,355,Outlet_003_Town_C,71 units available,2023-09 Sales: 120 units
2024-08-03 00:09:03,SKU2345,18,4194,Outlet_002_Town_B,73 units available,2023-09 Sales: 100 units
2023-12-13 02:39:13,SKU1234,14,2968,Outlet_003_Town_C,18 units available,2023-09 Sales: 90 units
2024-06-21 22:08:49,SKU3456,8,1512,Outlet_003_Town_C,8 units available,2023-09 Sales: 100 units
2023-09-14 14:02:20,SKU5678,15,5670,Outlet_001_Town_A,67 units available,2023-09 Sales: 150 units
2023-07-22 18:27:54,SKU3456,5,1260,Outlet_003_Town_C,25 units available,2023-09 Sales: 150 units
2023-02-12 03:08:05,SKU4567,14,5628,Outlet_001_Town_A,23 units available,2023-09 Sales: 100 units
2024-02-13 18:04:01,SKU5678,5,1520,Outlet_004_Town_D,2 units available,2023-09 Sales: 90 units
2023-05-06 22:56:33,SKU3456,3,306,Outlet_001_Town_A,32 units available,2023-09 Sales: 150 units
2023-12-13 05:25:44,SKU5678,19,8930,Outlet_003_Town_C,78 units available,2023-09 Sales: 120 units
2024-03-04 10:50:37,SKU1234,16,7488,Outlet_001_Town_A,54 units available,2023-09 Sales: 100 units
2023-08-22 06:39:21,SKU4567,3,1248,Outlet_003_Town_C,78 units available,2023-09 Sales: 120 units
2023-05-13 04:02:42,SKU3456,16,7056,Outlet_004_Town_D,72 units available,2023-09 Sales: 150 units
2023-04-05 04:01:48,SKU3456,19,5016,Outlet_004_Town_D,54 units available,2023-09 Sales: 90 units
2024-07-26 02:14:22,SKU1234,6,2730,Outlet_001_Town_A,55 units available,2023-09 Sales: 90 units
2023-02-16 05:12:23,SKU5678,12,3768,Outlet_001_Town_A,83 units available,2023-09 Sales: 90 units
2023-06-29 17:34:21,SKU5678,3,816,Outlet_003_Town_C,31 units available,2023-09 Sales: 100 units
2023-01-20 11:04:23,SKU5678,7,2842,Outlet_004_Town_D,6 units available,2023-09 Sales: 90 units
2023-04-07 00:03:44,SKU4567,6,1584,Outlet_002_Town_B,77 units available,2023-09 Sales: 150 units
2023-02-16 19:03:24,SKU3456,17,2329,Outlet_003_Town_C,66 units available,2023-09 Sales: 150 units
2023-04-16 15:04:57,SKU3456,18,4410,Outlet_002_Town_B,54 units available,2023-09 Sales: 120 units
2024-04-30 08:58:50,SKU1234,14,4242,Outlet_001_Town_A,78 units available,2023-09 Sales: 100 units
2024-05-08 05:54:20,SKU1234,8,2560,Outlet_001_Town_A,89 units available,2023-09 Sales: 90 units
2023-10-04 16:07:47,SKU4567,3,396,Outlet_003_Town_C,1 units available,2023-09 Sales: 150 units
2024-02-22 13:57:00,SKU4567,8,2144,Outlet_002_Town_B,88 units available,2023-09 Sales: 100 units
2023-08-08 10:55:50,SKU1234,19,7505,Outlet_003_Town_C,57 units available,2023-09 Sales: 120 units
2023-05-11 11:27:15,SKU5678,15,5415,Outlet_002_Town_B,31 units available,2023-09 Sales: 120 units
2023-12-01 08:20:24,SKU3456,1,158,Outlet_004_Town_D,12 units available,2023-09 Sales: 90 units
2023-01-22 11:39:49,SKU3456,12,6000,Outlet_003_Town_C,40 units available,2023-09 Sales: 150 units
2023-11-07 20:52:00,SKU1234,11,4477,Outlet_002_Town_B,3 units available,2023-09 Sales: 150 units
2024-10-09 20:58:32,SKU5678,14,3808,Outlet_001_Town_A,54 units available,2023-09 Sales: 90 units
2024-06-16 02:53:42,SKU5678,18,3690,Outlet_004_Town_D,14 units available,2023-09 Sales: 100 units
2024-07-10 15:04:34,SKU5678,15,4110,Outlet_001_Town_A,79 units available,2023-09 Sales: 100 units
2023-11-09 03:56:11,SKU5678,2,588,Outlet_002_Town_B,88 units available,2023-09 Sales: 120 units
2024-04-03 17:52:04,SKU1234,19,5168,Outlet_001_Town_A,48 units available,2023-09 Sales: 100 units
2023-02-13 14:07:29,SKU4567,12,2796,Outlet_002_Town_B,10 units available,2023-09 Sales: 120 units
2024-09-22 22:54:10,SKU3456,4,552,Outlet_001_Town_A,16 units available,2023-09 Sales: 150 units
2023-11-02 05:37:09,SKU2345,1,247,Outlet_001_Town_A,53 units available,2023-09 Sales: 150 units
2023-05-29 17:47:49,SKU4567,16,4304,Outlet_001_Town_A,27 units available,2023-09 Sales: 120 units
2023-07-24 12:04:19,SKU1234,9,1134,Outlet_001_Town_A,29 units available,2023-09 Sales: 100 units
2023-11-03 03:59:20,SKU5678,17,2975,Outlet_002_Town_B,21 units available,2023-09 Sales: 150 units
2024-07-27 19:50:56,SKU4567,4,532,Outlet_003_Town_C,31 units available,2023-09 Sales: 100 units
2023-12-25 06:40:43,SKU2345,17,3774,Outlet_004_Town_D,96 units available,2023-09 Sales: 100 units
2024-08-07 21:01:16,SKU2345,11,3355,Outlet_003_Town_C,70 units available,2023-09 Sales: 120 units
2024-03-19 11:54:23,SKU5678,20,4300,Outlet_003_Town_C,42 units available,2023-09 Sales: 150 units
2024-07-17 11:29:24,SKU1234,20,5680,Outlet_004_Town_D,42 units available,2023-09 Sales: 150 units
2024-06-20 00:07:44,SKU5678,6,2820,Outlet_004_Town_D,49 units available,2023-09 Sales: 150 units
2024-06-25 12:32:57,SKU3456,8,1488,Outlet_002_Town_B,0 units available,2023-09 Sales: 90 units
2023-06-03 21:40:26,SKU2345,3,1026,Outlet_002_Town_B,73 units available,2023-09 Sales: 120 units
2023-08-06 02:31:11,SKU2345,19,8569,Outlet_004_Town_D,65 units available,2023-09 Sales: 120 units
2024-09-05 15:19:27,SKU3456,16,7744,Outlet_004_Town_D,60 units available,2023-09 Sales: 120 units
2023-03-28 03:00:32,SKU4567,14,2268,Outlet_004_Town_D,88 units available,2023-09 Sales: 100 units
2023-04-23 21:05:00,SKU3456,5,725,Outlet_004_Town_D,85 units available,2023-09 Sales: 150 units
2024-05-07 23:02:47,SKU5678,9,1611,Outlet_001_Town_A,67 units available,2023-09 Sales: 100 units
2023-10-21 19:29:10,SKU3456,8,2232,Outlet_002_Town_B,21 units available,2023-09 Sales: 120 units
2023-05-13 18:04:54,SKU1234,11,3190,Outlet_002_Town_B,8 units available,2023-09 Sales: 90 units
2023-01-29 00:52:08,SKU2345,20,6460,Outlet_004_Town_D,24 units available,2023-09 Sales: 100 units
2023-03-26 12:57:17,SKU1234,9,1863,Outlet_004_Town_D,25 units available,2023-09 Sales: 150 units
2023-10-25 06:11:16,SKU4567,8,800,Outlet_002_Town_B,13 units available,2023-09 Sales: 100 units
2023-01-06 10:07:56,SKU3456,6,2640,Outlet_001_Town_A,36 units available,2023-09 Sales: 150 units
2024-05-23 13:07:23,SKU4567,8,3976,Outlet_004_Town_D,65 units available,2023-09 Sales: 90 units
2024-02-26 02:44:01,SKU1234,13,1872,Outlet_004_Town_D,91 units available,2023-09 Sales: 150 units
2024-08-26 02:07:22,SKU4567,10,2450,Outlet_002_Town_B,55 units available,2023-09 Sales: 100 units
2024-03-18 01:05:55,SKU3456,16,3520,Outlet_004_Town_D,66 units available,2023-09 Sales: 150 units
2024-06-13 19:20:38,SKU3456,16,7376,Outlet_001_Town_A,27 units available,2023-09 Sales: 150 units
2023-12-10 17:51:34,SKU2345,11,3201,Outlet_004_Town_D,51 units available,2023-09 Sales: 150 units
2023-10-31 11:44:33,SKU1234,3,1395,Outlet_003_Town_C,40 units available,2023-09 Sales: 90 units
2023-08-03 01:48:48,SKU3456,3,1257,Outlet_003_Town_C,25 units available,2023-09 Sales: 100 units
2023-07-07 12:56:22,SKU4567,7,1876,Outlet_001_Town_A,51 units available,2023-09 Sales: 120 units
2024-09-19 06:24:35,SKU1234,14,4676,Outlet_003_Town_C,8 units available,2023-09 Sales: 100 units
2023-08-14 00:16:20,SKU2345,15,6150,Outlet_003_Town_C,51 units available,2023-09 Sales: 100 units
2023-07-20 07:14:46,SKU4567,7,2177,Outlet_002_Town_B,77 units available,2023-09 Sales: 150 units
2023-11-08 10:27:30,SKU4567,9,2520,Outlet_002_Town_B,37 units available,2023-09 Sales: 100 units
2024-08-21 04:59:54,SKU1234,2,744,Outlet_001_Town_A,99 units available,2023-09 Sales: 150 units
2024-07-03 03:12:14,SKU4567,1,145,Outlet_003_Town_C,73 units available,2023-09 Sales: 90 units
2023-10-02 03:55:54,SKU4567,13,4498,Outlet_002_Town_B,9 units available,2023-09 Sales: 90 units
2023-03-10 07:44:22,SKU1234,5,1375,Outlet_004_Town_D,2 units available,2023-09 Sales: 150 units
2024-07-14 03:39:56,SKU5678,10,4330,Outlet_004_Town_D,26 units available,2023-09 Sales: 150 units
2024-03-21 22:09:43,SKU1234,1,275,Outlet_004_Town_D,25 units available,2023-09 Sales: 90 units
2023-01-16 04:34:30,SKU4567,3,453,Outlet_003_Town_C,51 units available,2023-09 Sales: 100 units
2023-10-01 03:57:32,SKU3456,4,1016,Outlet_001_Town_A,10 units available,2023-09 Sales: 90 units
2024-07-21 01:42:07,SKU1234,18,4536,Outlet_004_Town_D,33 units available,2023-09 Sales: 120 units
2023-04-17 05:47:44,SKU3456,2,530,Outlet_002_Town_B,36 units available,2023-09 Sales: 90 units
2024-01-03 12:05:17,SKU5678,7,1841,Outlet_004_Town_D,10 units available,2023-09 Sales: 120 units
2024-06-07 04:09:26,SKU2345,4,684,Outlet_001_Town_A,31 units available,2023-09 Sales: 120 units
2023-12-03 22:54:54,SKU5678,13,4797,Outlet_003_Town_C,22 units available,2023-09 Sales: 120 units
2023-09-06 20:36:01,SKU2345,16,7872,Outlet_001_Town_A,66 units available,2023-09 Sales: 90 units
2023-12-27 19:50:00,SKU2345,18,4986,Outlet_002_Town_B,8 units available,2023-09 Sales: 100 units
2024-03-02 08:00:12,SKU2345,1,422,Outlet_004_Town_D,81 units available,2023-09 Sales: 100 units
2024-03-15 16:41:48,SKU5678,3,363,Outlet_001_Town_A,72 units available,2023-09 Sales: 150 units
2024-10-14 00:31:13,SKU4567,12,2160,Outlet_003_Town_C,88 units available,2023-09 Sales: 120 units
2023-03-19 10:23:26,SKU2345,18,6228,Outlet_004_Town_D,19 units available,2023-09 Sales: 150 units
2024-05-13 03:23:20,SKU2345,12,1356,Outlet_003_Town_C,49 units available,2023-09 Sales: 120 units
2023-04-02 22:55:35,SKU4567,9,2547,Outlet_004_Town_D,3 units available,2023-09 Sales: 90 units
2024-05-16 00:18:44,SKU4567,3,1014,Outlet_003_Town_C,78 units available,2023-09 Sales: 90 units
2023-08-05 13:17:26,SKU1234,3,1419,Outlet_003_Town_C,22 units available,2023-09 Sales: 100 units
2023-08-30 01:21:50,SKU5678,4,568,Outlet_003_Town_C,90 units available,2023-09 Sales: 90 units
2024-03-21 03:15:20,SKU3456,10,2220,Outlet_002_Town_B,96 units available,2023-09 Sales: 120 units
2023-06-24 03:14:05,SKU5678,19,1995,Outlet_002_Town_B,4 units available,2023-09 Sales: 100 units
2024-04-22 22:08:02,SKU2345,19,4826,Outlet_001_Town_A,95 units available,2023-09 Sales: 150 units
2023-12-23 14:53:02,SKU2345,4,860,Outlet_004_Town_D,7 units available,2023-09 Sales: 150 units
2023-11-15 10:39:34,SKU4567,8,1104,Outlet_003_Town_C,14 units available,2023-09 Sales: 90 units
2024-08-24 22:58:58,SKU4567,20,8600,Outlet_004_Town_D,69 units available,2023-09 Sales: 120 units
2023-07-11 22:11:38,SKU3456,5,1380,Outlet_001_Town_A,45 units available,2023-09 Sales: 90 units
2024-06-22 16:34:11,SKU4567,4,1460,Outlet_004_Town_D,67 units available,2023-09 Sales: 90 units
2023-05-22 04:22:43,SKU4567,4,1948,Outlet_003_Town_C,53 units available,2023-09 Sales: 150 units
2024-08-13 05:44:51,SKU2345,9,1557,Outlet_002_Town_B,45 units available,2023-09 Sales: 150 units
2023-03-21 14:25:15,SKU4567,11,2640,Outlet_001_Town_A,61 units available,2023-09 Sales: 120 units
2024-08-09 03:57:21,SKU4567,7,2709,Outlet_004_Town_D,20 units available,2023-09 Sales: 120 units
2024-10-01 02:09:29,SKU5678,8,3288,Outlet_003_Town_C,16 units available,2023-09 Sales: 150 units
2024-08-20 21:52:43,SKU5678,17,7361,Outlet_003_Town_C,24 units available,2023-09 Sales: 150 units
2023-03-06 02:27:34,SKU1234,10,3700,Outlet_004_Town_D,55 units available,2023-09 Sales: 90 units
2024-03-23 18:50:16,SKU5678,11,4356,Outlet_004_Town_D,57 units available,2023-09 Sales: 100 units
2023-04-02 07:46:00,SKU2345,11,3520,Outlet_001_Town_A,1 units available,2023-09 Sales: 90 units
2023-09-21 04:38:50,SKU2345,18,6030,Outlet_004_Town_D,3 units available,2023-09 Sales: 150 units
2023-05-31 15:08:29,SKU2345,14,6146,Outlet_003_Town_C,71 units available,2023-09 Sales: 100 units
2024-06-22 17:30:25,SKU5678,8,1560,Outlet_001_Town_A,59 units available,2023-09 Sales: 120 units
2024-01-27 14:19:08,SKU2345,9,1926,Outlet_004_Town_D,54 units available,2023-09 Sales: 90 units
2023-01-02 02:40:07,SKU5678,13,5707,Outlet_003_Town_C,44 units available,2023-09 Sales: 90 units
2024-03-09 04:08:35,SKU1234,7,2863,Outlet_004_Town_D,70 units available,2023-09 Sales: 150 units
2023-02-22 13:22:09,SKU2345,2,412,Outlet_002_Town_B,18 units available,2023-09 Sales: 90 units
2024-07-07 07:08:39,SKU2345,2,630,Outlet_003_Town_C,39 units available,2023-09 Sales: 100 units
2023-10-19 01:25:14,SKU4567,2,502,Outlet_001_Town_A,64 units available,2023-09 Sales: 90 units
2024-01-15 12:47:13,SKU4567,15,2235,Outlet_003_Town_C,35 units available,2023-09 Sales: 120 units
2024-07-24 19:28:22,SKU5678,14,4984,Outlet_003_Town_C,26 units available,2023-09 Sales: 100 units
2023-03-29 11:03:08,SKU4567,15,4590,Outlet_001_Town_A,9 units available,2023-09 Sales: 150 units
2024-07-23 08:39:05,SKU5678,6,912,Outlet_001_Town_A,79 units available,2023-09 Sales: 150 units
2023-04-10 15:58:33,SKU1234,8,2256,Outlet_002_Town_B,51 units available,2023-09 Sales: 120 units
2024-10-12 15:40:42,SKU1234,13,2002,Outlet_004_Town_D,33 units available,2023-09 Sales: 120 units
2024-07-11 18:22:52,SKU2345,15,6420,Outlet_001_Town_A,30 units available,2023-09 Sales: 100 units
2023-09-17 07:05:29,SKU5678,17,1734,Outlet_003_Town_C,30 units available,2023-09 Sales: 150 units
2023-09-06 18:49:19,SKU4567,6,2106,Outlet_002_Town_B,78 units available,2023-09 Sales: 100 units
2024-09-22 13:56:22,SKU4567,20,4160,Outlet_003_Town_C,90 units available,2023-09 Sales: 90 units
2023-01-21 06:58:06,SKU4567,15,4125,Outlet_001_Town_A,32 units available,2023-09 Sales: 150 units
2023-05-29 19:43:30,SKU5678,14,6020,Outlet_002_Town_B,44 units available,2023-09 Sales: 120 units
2023-12-29 16:43:40,SKU5678,7,3332,Outlet_001_Town_A,34 units available,2023-09 Sales: 120 units
2023-11-19 15:35:50,SKU5678,4,1336,Outlet_003_Town_C,100 units available,2023-09 Sales: 90 units
2024-03-21 15:34:02,SKU5678,17,3978,Outlet_002_Town_B,32 units available,2023-09 Sales: 120 units
2024-08-14 16:40:46,SKU3456,3,981,Outlet_004_Town_D,97 units available,2023-09 Sales: 100 units
2024-03-10 07:02:22,SKU4567,6,918,Outlet_002_Town_B,23 units available,2023-09 Sales: 100 units
2024-01-28 20:34:36,SKU5678,16,6544,Outlet_002_Town_B,13 units available,2023-09 Sales: 100 units
2023-03-19 15:54:01,SKU4567,11,4191,Outlet_002_Town_B,3 units available,2023-09 Sales: 90 units
2024-05-25 02:53:25,SKU2345,17,4607,Outlet_003_Town_C,1 units available,2023-09 Sales: 150 units
2024-08-16 02:52:15,SKU1234,19,5510,Outlet_002_Town_B,98 units available,2023-09 Sales: 100 units
2024-04-05 14:10:25,SKU5678,19,6897,Outlet_004_Town_D,18 units available,2023-09 Sales: 90 units
2024-03-21 21:29:41,SKU4567,11,2266,Outlet_003_Town_C,24 units available,2023-09 Sales: 120 units
2023-09-10 20:15:40,SKU1234,16,7984,Outlet_004_Town_D,85 units available,2023-09 Sales: 90 units
2023-10-28 23:42:01,SKU1234,10,1010,Outlet_003_Town_C,95 units available,2023-09 Sales: 150 units
2023-08-07 05:54:03,SKU3456,10,1390,Outlet_002_Town_B,54 units available,2023-09 Sales: 90 units
2024-06-02 13:18:44,SKU5678,6,2802,Outlet_003_Town_C,44 units available,2023-09 Sales: 150 units
2023-07-08 12:41:05,SKU1234,6,1182,Outlet_002_Town_B,14 units available,2023-09 Sales: 150 units
2024-03-15 03:46:18,SKU1234,10,2660,Outlet_004_Town_D,36 units available,2023-09 Sales: 150 units
2023-07-21 14:42:51,SKU3456,20,2360,Outlet_004_Town_D,2 units available,2023-09 Sales: 100 units
2023-05-24 04:43:52,SKU2345,10,2090,Outlet_003_Town_C,62 units available,2023-09 Sales: 120 units
2024-05-19 18:11:37,SKU1234,5,2410,Outlet_003_Town_C,9 units available,2023-09 Sales: 120 units
2023-08-29 03:15:21,SKU4567,17,4658,Outlet_004_Town_D,91 units available,2023-09 Sales: 90 units
2024-01-12 10:59:26,SKU4567,18,6336,Outlet_004_Town_D,13 units available,2023-09 Sales: 90 units
2023-02-05 01:58:40,SKU4567,7,1323,Outlet_004_Town_D,26 units available,2023-09 Sales: 120 units
2024-02-13 17:53:20,SKU4567,16,5648,Outlet_003_Town_C,83 units available,2023-09 Sales: 100 units
2023-03-20 09:05:50,SKU5678,20,5800,Outlet_004_Town_D,76 units available,2023-09 Sales: 100 units
2023-10-30 02:08:21,SKU2345,17,4658,Outlet_004_Town_D,20 units available,2023-09 Sales: 100 units
2023-08-17 12:16:47,SKU4567,18,2682,Outlet_004_Town_D,66 units available,2023-09 Sales: 100 units
2023-01-20 20:37:24,SKU3456,8,1984,Outlet_002_Town_B,70 units available,2023-09 Sales: 150 units
2023-09-05 20:13:25,SKU4567,6,2130,Outlet_002_Town_B,21 units available,2023-09 Sales: 150 units
2024-03-17 22:36:40,SKU3456,15,2715,Outlet_004_Town_D,14 units available,2023-09 Sales: 120 units
2023-12-10 17:48:21,SKU5678,6,2994,Outlet_004_Town_D,19 units available,2023-09 Sales: 120 units
2023-12-06 19:04:13,SKU3456,10,1710,Outlet_003_Town_C,75 units available,2023-09 Sales: 120 units
2023-11-21 11:48:58,SKU2345,14,6090,Outlet_004_Town_D,71 units available,2023-09 Sales: 150 units
2023-08-26 04:00:09,SKU1234,4,1268,Outlet_001_Town_A,68 units available,2023-09 Sales: 90 units
2023-05-09 13:14:15,SKU4567,11,4367,Outlet_001_Town_A,42 units available,2023-09 Sales: 90 units
2024-05-29 02:59:16,SKU4567,3,1149,Outlet_002_Town_B,72 units available,2023-09 Sales: 120 units
2023-08-28 13:54:28,SKU2345,11,3674,Outlet_003_Town_C,53 units available,2023-09 Sales: 150 units
2024-04-01 06:50:26,SKU2345,14,3388,Outlet_002_Town_B,18 units available,2023-09 Sales: 90 units
2023-05-16 13:38:19,SKU4567,18,6912,Outlet_003_Town_C,64 units available,2023-09 Sales: 120 units
2024-01-17 12:43:05,SKU5678,20,6220,Outlet_003_Town_C,60 units available,2023-09 Sales: 150 units
2024-01-27 13:18:30,SKU1234,8,2336,Outlet_002_Town_B,43 units available,2023-09 Sales: 120 units
2024-02-05 01:51:25,SKU5678,13,1755,Outlet_002_Town_B,49 units available,2023-09 Sales: 100 units
2023-03-04 17:29:17,SKU5678,19,3610,Outlet_001_Town_A,67 units available,2023-09 Sales: 100 units
2023-06-17 23:40:18,SKU2345,6,972,Outlet_004_Town_D,47 units available,2023-09 Sales: 150 units
2023-08-22 01:27:16,SKU5678,19,4066,Outlet_003_Town_C,61 units available,2023-09 Sales: 100 units
2024-01-06 05:57:45,SKU2345,7,2387,Outlet_004_Town_D,32 units available,2023-09 Sales: 120 units
2024-03-04 21:32:30,SKU3456,6,3000,Outlet_002_Town_B,43 units available,2023-09 Sales: 120 units
2024-08-13 15:45:50,SKU5678,8,1856,Outlet_003_Town_C,7 units available,2023-09 Sales: 90 units
2023-09-09 05:00:40,SKU3456,4,1704,Outlet_004_Town_D,92 units available,2023-09 Sales: 150 units
2024-07-19 12:07:50,SKU4567,5,1860,Outlet_002_Town_B,87 units available,2023-09 Sales: 90 units
2024-08-04 17:46:39,SKU2345,3,924,Outlet_001_Town_A,70 units available,2023-09 Sales: 100 units
2024-02-29 21:47:41,SKU5678,5,830,Outlet_004_Town_D,2 units available,2023-09 Sales: 120 units
2024-01-10 10:58:22,SKU5678,6,2256,Outlet_004_Town_D,65 units available,2023-09 Sales: 90 units
2023-09-18 07:38:00,SKU3456,3,921,Outlet_003_Town_C,18 units available,2023-09 Sales: 120 units
2024-05-17 12:58:56,SKU3456,4,1284,Outlet_002_Town_B,88 units available,2023-09 Sales: 150 units
2023-10-22 04:24:02,SKU2345,2,326,Outlet_001_Town_A,100 units available,2023-09 Sales: 120 units
2024-01-20 18:45:20,SKU5678,11,2321,Outlet_001_Town_A,90 units available,2023-09 Sales: 90 units
2023-04-09 01:52:35,SKU3456,9,3132,Outlet_002_Town_B,91 units available,2023-09 Sales: 90 units
2024-02-27 03:51:06,SKU5678,20,8720,Outlet_004_Town_D,23 units available,2023-09 Sales: 120 units
2024-08-05 15:13:08,SKU4567,1,248,Outlet_002_Town_B,55 units available,2023-09 Sales: 100 units
2024-09-22 18:42:07,SKU3456,13,2418,Outlet_002_Town_B,82 units available,2023-09 Sales: 100 units
2024-03-27 11:50:18,SKU4567,11,4290,Outlet_003_Town_C,53 units available,2023-09 Sales: 120 units
2023-09-14 01:22:05,SKU2345,12,4548,Outlet_001_Town_A,60 units available,2023-09 Sales: 100 units
2023-06-22 18:59:37,SKU1234,14,1918,Outlet_001_Town_A,70 units available,2023-09 Sales: 100 units
2023-09-09 03:50:27,SKU4567,4,1272,Outlet_003_Town_C,30 units available,2023-09 Sales: 90 units
2024-02-09 16:33:34,SKU5678,10,2970,Outlet_003_Town_C,19 units available,2023-09 Sales: 120 units
2023-06-08 16:16:43,SKU2345,3,1209,Outlet_003_Town_C,8 units available,2023-09 Sales: 100 units
2023-02-17 06:49:57,SKU5678,20,4780,Outlet_004_Town_D,26 units available,2023-09 Sales: 90 units
2024-04-22 04:56:31,SKU2345,15,4080,Outlet_004_Town_D,28 units available,2023-09 Sales: 100 units
2024-08-03 09:42:52,SKU3456,20,5380,Outlet_002_Town_B,31 units available,2023-09 Sales: 120 units
2023-08-20 21:28:06,SKU1234,3,789,Outlet_002_Town_B,90 units available,2023-09 Sales: 100 units
2023-11-18 12:27:26,SKU5678,13,3523,Outlet_003_Town_C,81 units available,2023-09 Sales: 120 units
2024-02-01 18:19:21,SKU5678,4,812,Outlet_002_Town_B,49 units available,2023-09 Sales: 90 units
2023-11-12 03:05:13,SKU3456,12,1608,Outlet_003_Town_C,15 units available,2023-09 Sales: 100 units
2023-02-05 18:07:39,SKU1234,9,2565,Outlet_004_Town_D,14 units available,2023-09 Sales: 150 units
